year,month,City,mean_temp,day_temp_abv30,rain,sun_time
2023,10,愛知,18.3,0,116.5,217.4
2023,11,愛知,13.6,0,70.5,182.2
2023,12,愛知,8.4,0,60,191.3
2021,1,長野,0.2,0,39.5,119.7
2021,2,長野,2.1,0,65,154.6
2021,3,長野,7.4,0,54.5,187.5
2021,4,長野,10.7,0,74,239.9
2021,5,長野,16.3,0,82.5,174.4
2021,6,長野,20.9,2,159,187.1
2021,7,長野,25,19,114.5,197.2
2021,8,長野,25.7,22,193,158.2
2021,9,長野,21,2,84,161
2021,10,長野,15.2,0,58.5,187.6
2021,11,長野,8.6,0,49.5,184
2021,12,長野,2.1,0,101,128.9
2022,1,長野,-1.5,0,45,139.1
2022,2,長野,-0.7,0,45,123
2022,3,長野,5.6,0,45,189.7
2022,4,長野,12.3,0,98,208.2
2022,5,長野,16.3,2,91.5,212.1
2022,6,長野,21.4,11,78.5,205.5
2022,7,長野,25.6,23,143,193.1
2022,8,長野,25.7,20,142.5,167.6
2022,9,長野,22.5,12,214,169.6
2022,10,長野,13.6,0,28.5,145.5
2022,11,長野,9.6,0,62.5,147.8
2022,12,長野,2.4,0,29,140.1
2023,1,長野,-0.1,0,23,152.8
2023,2,長野,1,0,24.5,139.3
2023,3,長野,8.3,0,61,215.4
2023,4,長野,12,0,65.5,223
2023,5,長野,16.3,3,116,234.2
2023,6,長野,21,4,141.5,172.6
2023,7,長野,25.9,23,109.5,206.5
2023,8,長野,28.2,31,85,254.2
2023,9,長野,24.5,19,71.5,159.3
2023,10,長野,14.1,0,41.5,184.4
2023,11,長野,8.8,0,62.5,160.3
2023,12,長野,3.6,0,28.5,133.8
2021,1,新潟,1.9,0,247.5,50.2
2021,2,新潟,4.4,0,97.5,104.3
2021,3,新潟,8.5,0,77.5,152.5
2021,4,新潟,11.4,0,109.5,218
2021,5,新潟,16.9,0,114,178.1
2021,6,新潟,21.5,3,84.5,212.8
2021,7,新潟,26.1,18,226.5,242.5
2021,8,新潟,26.7,17,163.5,170.4
2021,9,新潟,22.3,2,121.5,190.9
2021,10,新潟,17.2,1,152.5,127.6
2021,11,新潟,11.5,0,282.5,120.3
2021,12,新潟,5.3,0,275,59.2
2022,1,新潟,2.5,0,120.5,69.6
2022,2,新潟,2.5,0,109.5,63.3
2022,3,新潟,7.3,0,87.5,137.2
2022,4,新潟,12.5,0,107,199.5
2022,5,新潟,17.5,0,89.5,255.5
2022,6,新潟,21.7,7,172.5,181.8
2022,7,新潟,26.6,21,223.5,239.7
2022,8,新潟,26.6,17,280.5,139.5
2022,9,新潟,23.8,8,123,177.2
2022,10,新潟,15.8,0,117.5,130.1
2022,11,新潟,12.2,0,171,121.4
2022,12,新潟,4.7,0,400,36.9
2023,1,新潟,2.9,0,149,54.4
2023,2,新潟,3.5,0,109,69.7
2023,3,新潟,9.2,0,85,213.3
2023,4,新潟,12.7,0,76.5,195.1
2023,5,新潟,16.9,1,167.5,222
2023,6,新潟,22.1,1,182.5,178.1
2023,7,新潟,26.5,17,172.5,224.5
2023,8,新潟,30.6,31,2,326.1
2023,9,新潟,25.8,14,192.5,142.8
2023,10,新潟,16.7,0,180,150.7
2023,11,新潟,12.1,0,233.5,111.1
2023,12,新潟,6,0,316,56.2
2023,9,新潟,25.8,14,192.5,142.8
2023,10,新潟,16.7,0,180,150.7
2023,11,新潟,12.1,0,233.5,111.1
2023,12,新潟,6,0,316,56.2
